      t(yr)     Limits    THETA      THETA      THETA     SALT       SALT       SALT      DIC        DIC        DIC        ALK        ALK        ALK           PO4        PO4        PO4       NO3        NO3        NO3         FET        FET        FET        LIG        LIG        LIG        EXPORT     EXPORT     EXPORT     P*       OCPCO2     OCPCO2     OCPCO2     ATPCO2       LDOC       LDOC       LDOC       PB         PB         PB      
        475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.33696 2099.33335 2392.42552 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  289.13412  262.67425  930.11575  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.30370 2099.33050 2391.57695 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  289.06033  262.67027  922.25531  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.27117 2099.32772 2390.74757 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.98821  262.66637  914.63167  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.23937 2099.32500 2389.93695 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.91772  262.66257  907.23683  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.20828 2099.32233 2389.14467 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.84882  262.65884  900.06308  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.17788 2099.31973 2388.37032 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.78149  262.65520  893.10298  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.14817 2099.31719 2387.61348 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.71568  262.65164  886.34938  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.11911 2099.31470 2386.87376 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.65136  262.64816  879.79538  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.09070 2099.31227 2386.15078 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.58849  262.64476  873.43433  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.06293 2099.30989 2385.44415 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.52705  262.64144  867.25982  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
        975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.03578 2099.30756 2384.75350 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.46700  262.63819  861.26569  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2269.00924 2099.30529 2384.07848 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.40831  262.63501  855.44599  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.98329 2099.30307 2383.41873 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.35094  262.63190  849.79499  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.95792 2099.30090 2382.77390 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.29488  262.62886  844.30717  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.93312 2099.29877 2382.14366 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.24008  262.62589  838.97721  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.90887 2099.29670 2381.52768 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.18652  262.62299  833.79999  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.88516 2099.29467 2380.92563 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.13418  262.62015  828.77056  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.86199 2099.29268 2380.33721 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.08302  262.61737  823.88416  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.83933 2099.29074 2379.76209 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  288.03301  262.61466  819.13621  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.81719 2099.28885 2379.19998 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.98414  262.61201  814.52227  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.79553 2099.28699 2378.65059 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.93638  262.60942  810.03809  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.77437 2099.28518 2378.11362 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.88969  262.60688  805.67955  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.75368 2099.28341 2377.58881 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.84407  262.60440  801.44268  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.73345 2099.28168 2377.07586 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.79947  262.60198  797.32366  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.71367 2099.27998 2376.57452 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.75589  262.59961  793.31880  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.69434 2099.27833 2376.08452 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.71329  262.59730  789.42454  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.67544 2099.27671 2375.60560 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.67165  262.59503  785.63745  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.65697 2099.27513 2375.13752 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.63096  262.59282  781.95423  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.63891 2099.27358 2374.68003 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.59119  262.59066  778.37166  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.62126 2099.27207 2374.23288 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.55231  262.58855  774.88668  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       1975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.60400 2099.27059 2373.79585 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.51432  262.58648  771.49630  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.58713 2099.26915 2373.36871 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.47719  262.58446  768.19764  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.57064 2099.26773 2372.95123 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.44089  262.58248  764.98794  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.55452 2099.26635 2372.54319 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.40542  262.58055  761.86451  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.53876 2099.26500 2372.14438 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.37075  262.57867  758.82477  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.52335 2099.26369 2371.75460 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.33687  262.57682  755.86622  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.50830 2099.26240 2371.37363 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.30375  262.57502  752.98644  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2325        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.49358 2099.26114 2371.00128 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.27138  262.57325  750.18310  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2375        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.47919 2099.25990 2370.63735 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.23975  262.57153  747.45394  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2425        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.46512 2099.25870 2370.28166 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.20883  262.56985  744.79679  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2475        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.45137 2099.25752 2369.93401 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.17860  262.56820  742.20954  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2525        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.43793 2099.25637 2369.59422 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.14907  262.56659  739.69016  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2575        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.42479 2099.25524 2369.26213 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.12020  262.56502  737.23667  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2625        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.41195 2099.25414 2368.93754 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.09198  262.56348  734.84717  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2675        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.39940 2099.25307 2368.62030 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.06441  262.56198  732.51982  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2725        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.38712 2099.25202 2368.31023 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.03745  262.56051  730.25284  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2775        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.37513 2099.25099 2368.00718 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  287.01111  262.55907  728.04450  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2825        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.36340 2099.24999 2367.71098 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.98536  262.55767  725.89314  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2875        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.35194 2099.24900 2367.42148 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.96020  262.55629  723.79714  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2925        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.34074 2099.24805 2367.13853 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.93560  262.55495  721.75494  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       2975        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.32979 2099.24711 2366.86199 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.91156  262.55364  719.76502  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       3025        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.31908 2099.24619 2366.59169 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.88807  262.55236  717.82593  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       3075        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.30862 2099.24529 2366.32752 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.86511  262.55111  715.93624  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       3125        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.29839 2099.24442 2366.06932 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.84266  262.54988  714.09458  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       3175        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.28839 2099.24356 2365.81695 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.82073  262.54868  712.29962  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       3225        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.27862 2099.24272 2365.57030 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.79929  262.54751  710.55007  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
       3275        323    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2268.26907 2099.24191 2365.32923 2399.23048 2389.84137 2399.27876    2.50335    0.31375    2.51539   35.08553    0.05179   35.27818    0.00005    0.00489    0.00421    0.28242    1.61708    0.00419    0.00934    1.72229   -1.73163    0.00546  286.77833  262.54637  708.84468  280.00000    0.08562    9.72386    0.00996    2.58533  427.96640    7.52620
